Symbol,action,shares,price,commission,date
BLW,buy,1,1,1,10/22/2018
C,buy,1,1,1,10/22/2018
C.WS.A,buy,1,1,1,10/22/2018
C^J,buy,1,1,1,10/22/2018
C^K,buy,1,1,1,10/22/2018
C^L,buy,1,1,1,10/22/2018
C^N,buy,1,1,1,10/22/2018
C^S,buy,1,1,1,10/22/2018
CFG,buy,1,1,1,10/22/2018
CIA,buy,1,1,1,10/22/2018
CIO,buy,1,1,1,10/22/2018
CIO^A,buy,1,1,1,10/22/2018
CVEO,buy,1,1,1,10/22/2018
CIVI,buy,1,1,1,10/22/2018
CLH,buy,1,1,1,10/22/2018
CCO,buy,1,1,1,10/22/2018
CBA           ,buy,1,1,1,10/22/2018
EMO,buy,1,1,1,10/22/2018
CEM,buy,1,1,1,10/22/2018
CTR,buy,1,1,1,10/22/2018
CLW,buy,1,1,1,10/22/2018
CWEN,buy,1,1,1,10/22/2018
CWEN.A,buy,1,1,1,10/22/2018
CLF,buy,1,1,1,10/22/2018
CLPR,buy,1,1,1,10/22/2018
CLX,buy,1,1,1,10/22/2018
CLD,buy,1,1,1,10/22/2018
CLDR,buy,1,1,1,10/22/2018
CMS,buy,1,1,1,10/22/2018
CMS^B,buy,1,1,1,10/22/2018
CMSA,buy,1,1,1,10/22/2018
CMSC,buy,1,1,1,10/22/2018
CNA,buy,1,1,1,10/22/2018
CNHI,buy,1,1,1,10/22/2018
CNO,buy,1,1,1,10/22/2018
CEO,buy,1,1,1,10/22/2018
CNXM,buy,1,1,1,10/22/2018
CEIX,buy,1,1,1,10/22/2018
CNX,buy,1,1,1,10/22/2018
KOF,buy,1,1,1,10/22/2018
KO,buy,1,1,1,10/22/2018
CCE,buy,1,1,1,10/22/2018
CDE,buy,1,1,1,10/22/2018
FOF,buy,1,1,1,10/22/2018
INB,buy,1,1,1,10/22/2018
CNS,buy,1,1,1,10/22/2018
UTF,buy,1,1,1,10/22/2018
LDP,buy,1,1,1,10/22/2018
MIE,buy,1,1,1,10/22/2018
RQI,buy,1,1,1,10/22/2018
RNP,buy,1,1,1,10/22/2018
PSF,buy,1,1,1,10/22/2018
RFI,buy,1,1,1,10/22/2018
CFX,buy,1,1,1,10/22/2018
CL,buy,1,1,1,10/22/2018
CCH.U,buy,1,1,1,10/22/2018
CXE,buy,1,1,1,10/22/2018
CIF,buy,1,1,1,10/22/2018
CXH,buy,1,1,1,10/22/2018
CMU,buy,1,1,1,10/22/2018
CLNY,buy,1,1,1,10/22/2018
CLNY^B,buy,1,1,1,10/22/2018
CLNY^E,buy,1,1,1,10/22/2018
CLNY^G,buy,1,1,1,10/22/2018
CLNY^H,buy,1,1,1,10/22/2018
CLNY^I,buy,1,1,1,10/22/2018
CLNY^J,buy,1,1,1,10/22/2018
CLNC,buy,1,1,1,10/22/2018
CXP,buy,1,1,1,10/22/2018
STK,buy,1,1,1,10/22/2018
CCZ,buy,1,1,1,10/22/2018
CMA,buy,1,1,1,10/22/2018
CMA.WS,buy,1,1,1,10/22/2018
FIX,buy,1,1,1,10/22/2018
CMC,buy,1,1,1,10/22/2018
CBU,buy,1,1,1,10/22/2018
CYH,buy,1,1,1,10/22/2018
CHCT,buy,1,1,1,10/22/2018
CIG,buy,1,1,1,10/22/2018
CIG.C,buy,1,1,1,10/22/2018
CBD,buy,1,1,1,10/22/2018
SBS,buy,1,1,1,10/22/2018
ELP,buy,1,1,1,10/22/2018
CCU,buy,1,1,1,10/22/2018
CODI,buy,1,1,1,10/22/2018
CODI^A,buy,1,1,1,10/22/2018
CODI^B,buy,1,1,1,10/22/2018
CMP,buy,1,1,1,10/22/2018
CRK,buy,1,1,1,10/22/2018
CAG,buy,1,1,1,10/22/2018
CXO,buy,1,1,1,10/22/2018
CCM,buy,1,1,1,10/22/2018
CNDT,buy,1,1,1,10/22/2018
COP,buy,1,1,1,10/22/2018
CCR,buy,1,1,1,10/22/2018
ED,buy,1,1,1,10/22/2018
STZ,buy,1,1,1,10/22/2018
STZ.B,buy,1,1,1,10/22/2018
CSTM,buy,1,1,1,10/22/2018
TCS,buy,1,1,1,10/22/2018
CBPX,buy,1,1,1,10/22/2018
CLR,buy,1,1,1,10/22/2018
VLRS,buy,1,1,1,10/22/2018
CTB,buy,1,1,1,10/22/2018
CPS,buy,1,1,1,10/22/2018
CTK,buy,1,1,1,10/22/2018
CPA,buy,1,1,1,10/22/2018
CLB,buy,1,1,1,10/22/2018
CXW,buy,1,1,1,10/22/2018
CLGX,buy,1,1,1,10/22/2018
CORR,buy,1,1,1,10/22/2018
CORR^A,buy,1,1,1,10/22/2018
CPLG,buy,1,1,1,10/22/2018
COR,buy,1,1,1,10/22/2018
GLW,buy,1,1,1,10/22/2018
CAAP,buy,1,1,1,10/22/2018
GYC,buy,1,1,1,10/22/2018
CCT,buy,1,1,1,10/22/2018
OFC,buy,1,1,1,10/22/2018
CZZ,buy,1,1,1,10/22/2018
CMRE,buy,1,1,1,10/22/2018
CMRE^B,buy,1,1,1,10/22/2018
CMRE^C,buy,1,1,1,10/22/2018
CMRE^D,buy,1,1,1,10/22/2018
CMRE^E,buy,1,1,1,10/22/2018
COT,buy,1,1,1,10/22/2018
COTY,buy,1,1,1,10/22/2018
CUZ,buy,1,1,1,10/22/2018
CVA,buy,1,1,1,10/22/2018
CVIA,buy,1,1,1,10/22/2018
CPF,buy,1,1,1,10/22/2018
CPL,buy,1,1,1,10/22/2018
CR,buy,1,1,1,10/22/2018
CRD.A,buy,1,1,1,10/22/2018
CRD.B,buy,1,1,1,10/22/2018
BAP,buy,1,1,1,10/22/2018
CS,buy,1,1,1,10/22/2018
CPG,buy,1,1,1,10/22/2018
CEQP,buy,1,1,1,10/22/2018
CRH,buy,1,1,1,10/22/2018
CRT,buy,1,1,1,10/22/2018
CAPL,buy,1,1,1,10/22/2018
CCI,buy,1,1,1,10/22/2018
CCI^A,buy,1,1,1,10/22/2018
CCK,buy,1,1,1,10/22/2018
CRY,buy,1,1,1,10/22/2018
CSS,buy,1,1,1,10/22/2018
CTS,buy,1,1,1,10/22/2018
CUBE,buy,1,1,1,10/22/2018
CUB,buy,1,1,1,10/22/2018
CFR,buy,1,1,1,10/22/2018
CFR^A,buy,1,1,1,10/22/2018
CULP,buy,1,1,1,10/22/2018
CMI,buy,1,1,1,10/22/2018
CURO,buy,1,1,1,10/22/2018
CW,buy,1,1,1,10/22/2018
SRF,buy,1,1,1,10/22/2018
SRV,buy,1,1,1,10/22/2018
SZC,buy,1,1,1,10/22/2018
CWK,buy,1,1,1,10/22/2018
CUBI,buy,1,1,1,10/22/2018
CUBI^C,buy,1,1,1,10/22/2018
CUBI^D,buy,1,1,1,10/22/2018
CUBI^E,buy,1,1,1,10/22/2018
CUBI^F,buy,1,1,1,10/22/2018
CVI,buy,1,1,1,10/22/2018
UAN,buy,1,1,1,10/22/2018
CVRR,buy,1,1,1,10/22/2018
CVS,buy,1,1,1,10/22/2018
CELP,buy,1,1,1,10/22/2018
DHI,buy,1,1,1,10/22/2018
DAN,buy,1,1,1,10/22/2018
DHR,buy,1,1,1,10/22/2018
DAC,buy,1,1,1,10/22/2018
DQ,buy,1,1,1,10/22/2018
DRI,buy,1,1,1,10/22/2018
DAR,buy,1,1,1,10/22/2018
DVA,buy,1,1,1,10/22/2018
DCP,buy,1,1,1,10/22/2018
DCP^B,buy,1,1,1,10/22/2018
DCP^C,buy,1,1,1,10/22/2018
DF,buy,1,1,1,10/22/2018
DECK,buy,1,1,1,10/22/2018
DE,buy,1,1,1,10/22/2018
DEX,buy,1,1,1,10/22/2018
DDF,buy,1,1,1,10/22/2018
DKL,buy,1,1,1,10/22/2018
DK,buy,1,1,1,10/22/2018
DVMT,buy,1,1,1,10/22/2018
DLPH,buy,1,1,1,10/22/2018
DAL,buy,1,1,1,10/22/2018
DLX,buy,1,1,1,10/22/2018
DNR,buy,1,1,1,10/22/2018
DESP,buy,1,1,1,10/22/2018
DKT,buy,1,1,1,10/22/2018
DB,buy,1,1,1,10/22/2018
DXB,buy,1,1,1,10/22/2018
DVN,buy,1,1,1,10/22/2018
DHX,buy,1,1,1,10/22/2018
DHT,buy,1,1,1,10/22/2018
DEO,buy,1,1,1,10/22/2018
DO,buy,1,1,1,10/22/2018
DRH,buy,1,1,1,10/22/2018
DSX,buy,1,1,1,10/22/2018
DSX^B,buy,1,1,1,10/22/2018
DSXN.CL,buy,1,1,1,10/22/2018
DKS,buy,1,1,1,10/22/2018
DBD,buy,1,1,1,10/22/2018
DLR,buy,1,1,1,10/22/2018
DLR^C,buy,1,1,1,10/22/2018
DLR^G,buy,1,1,1,10/22/2018
DLR^H,buy,1,1,1,10/22/2018
DLR^I,buy,1,1,1,10/22/2018
DLR^J,buy,1,1,1,10/22/2018
DDS,buy,1,1,1,10/22/2018
DDT,buy,1,1,1,10/22/2018
DIN,buy,1,1,1,10/22/2018
DPLO,buy,1,1,1,10/22/2018
DFS,buy,1,1,1,10/22/2018
DHCP,buy,1,1,1,10/22/2018
DHCP.WS.A,buy,1,1,1,10/22/2018
DHCP.WS.B,buy,1,1,1,10/22/2018
DNI,buy,1,1,1,10/22/2018
DLB,buy,1,1,1,10/22/2018
DG,buy,1,1,1,10/22/2018
DM,buy,1,1,1,10/22/2018
D,buy,1,1,1,10/22/2018
DCUD,buy,1,1,1,10/22/2018
DRUA,buy,1,1,1,10/22/2018
DPZ,buy,1,1,1,10/22/2018
UFS,buy,1,1,1,10/22/2018
DCI,buy,1,1,1,10/22/2018
DFIN,buy,1,1,1,10/22/2018
LPG,buy,1,1,1,10/22/2018
DSL,buy,1,1,1,10/22/2018
DBL,buy,1,1,1,10/22/2018
PLOW,buy,1,1,1,10/22/2018
DEI,buy,1,1,1,10/22/2018
DOV,buy,1,1,1,10/22/2018
DDE,buy,1,1,1,10/22/2018
DVD,buy,1,1,1,10/22/2018
DWDP,buy,1,1,1,10/22/2018
RDY,buy,1,1,1,10/22/2018
DRD,buy,1,1,1,10/22/2018
DCF,buy,1,1,1,10/22/2018
DHF,buy,1,1,1,10/22/2018
DMB,buy,1,1,1,10/22/2018
DSM,buy,1,1,1,10/22/2018
LEO,buy,1,1,1,10/22/2018
DRQ,buy,1,1,1,10/22/2018
DS,buy,1,1,1,10/22/2018
DS^B,buy,1,1,1,10/22/2018
DS^C,buy,1,1,1,10/22/2018
DS^D,buy,1,1,1,10/22/2018
DSW,buy,1,1,1,10/22/2018
DTE,buy,1,1,1,10/22/2018
DTJ,buy,1,1,1,10/22/2018
DTQ,buy,1,1,1,10/22/2018
DTV,buy,1,1,1,10/22/2018
DTW,buy,1,1,1,10/22/2018
DTY,buy,1,1,1,10/22/2018
DCO,buy,1,1,1,10/22/2018
DPG,buy,1,1,1,10/22/2018
DSE,buy,1,1,1,10/22/2018
DNP,buy,1,1,1,10/22/2018
DTF,buy,1,1,1,10/22/2018
DUC,buy,1,1,1,10/22/2018
DUK,buy,1,1,1,10/22/2018
DUKB,buy,1,1,1,10/22/2018
DUKH,buy,1,1,1,10/22/2018
DRE,buy,1,1,1,10/22/2018
DNB,buy,1,1,1,10/22/2018
DXC,buy,1,1,1,10/22/2018
DY,buy,1,1,1,10/22/2018
DLNG,buy,1,1,1,10/22/2018
DLNG^A,buy,1,1,1,10/22/2018
DX,buy,1,1,1,10/22/2018
DX^A,buy,1,1,1,10/22/2018
DX^B,buy,1,1,1,10/22/2018
DD^A,buy,1,1,1,10/22/2018
DD^B,buy,1,1,1,10/22/2018
ELF,buy,1,1,1,10/22/2018
EGIF,buy,1,1,1,10/22/2018
EXP,buy,1,1,1,10/22/2018
ECC           ,buy,1,1,1,10/22/2018
ECCA,buy,1,1,1,10/22/2018
ECCB,buy,1,1,1,10/22/2018
ECCX,buy,1,1,1,10/22/2018
ECCY,buy,1,1,1,10/22/2018
ESTE,buy,1,1,1,10/22/2018
DEA,buy,1,1,1,10/22/2018
EGP,buy,1,1,1,10/22/2018
EMN,buy,1,1,1,10/22/2018
KODK,buy,1,1,1,10/22/2018
ETN,buy,1,1,1,10/22/2018
ETV,buy,1,1,1,10/22/2018
ETW,buy,1,1,1,10/22/2018
EV,buy,1,1,1,10/22/2018
EOI,buy,1,1,1,10/22/2018
EOS,buy,1,1,1,10/22/2018
EFT,buy,1,1,1,10/22/2018
EFL,buy,1,1,1,10/22/2018
EFF,buy,1,1,1,10/22/2018
EHT,buy,1,1,1,10/22/2018
ETX           ,buy,1,1,1,10/22/2018
EOT,buy,1,1,1,10/22/2018
EVN,buy,1,1,1,10/22/2018
ETJ,buy,1,1,1,10/22/2018
EFR,buy,1,1,1,10/22/2018
EVF,buy,1,1,1,10/22/2018
EVG,buy,1,1,1,10/22/2018
EVT,buy,1,1,1,10/22/2018
ETO,buy,1,1,1,10/22/2018
EXD,buy,1,1,1,10/22/2018
ETG,buy,1,1,1,10/22/2018
ETB,buy,1,1,1,10/22/2018
ETY,buy,1,1,1,10/22/2018
EXG,buy,1,1,1,10/22/2018
ECT,buy,1,1,1,10/22/2018
ECR,buy,1,1,1,10/22/2018
ECL,buy,1,1,1,10/22/2018
EC,buy,1,1,1,10/22/2018
EIX,buy,1,1,1,10/22/2018
EW,buy,1,1,1,10/22/2018
EHIC,buy,1,1,1,10/22/2018
EP^C,buy,1,1,1,10/22/2018
EE,buy,1,1,1,10/22/2018
ELAN,buy,1,1,1,10/22/2018
ESTC,buy,1,1,1,10/22/2018
EGO,buy,1,1,1,10/22/2018
ELVT,buy,1,1,1,10/22/2018
LLY,buy,1,1,1,10/22/2018
ELLI,buy,1,1,1,10/22/2018
EFC,buy,1,1,1,10/22/2018
EARN,buy,1,1,1,10/22/2018
AKO.A,buy,1,1,1,10/22/2018
AKO.B,buy,1,1,1,10/22/2018
ERJ,buy,1,1,1,10/22/2018
EME,buy,1,1,1,10/22/2018
EEX,buy,1,1,1,10/22/2018
EMES,buy,1,1,1,10/22/2018
EBS,buy,1,1,1,10/22/2018
EMR,buy,1,1,1,10/22/2018
ESRT,buy,1,1,1,10/22/2018
EIG,buy,1,1,1,10/22/2018
EDN,buy,1,1,1,10/22/2018
ENBL,buy,1,1,1,10/22/2018
EEQ,buy,1,1,1,10/22/2018
EEP,buy,1,1,1,10/22/2018
ENB,buy,1,1,1,10/22/2018
ENBA,buy,1,1,1,10/22/2018
ECA,buy,1,1,1,10/22/2018
EHC,buy,1,1,1,10/22/2018
DAVA,buy,1,1,1,10/22/2018
EXK,buy,1,1,1,10/22/2018
ENIA,buy,1,1,1,10/22/2018
ENIC,buy,1,1,1,10/22/2018
EOCC,buy,1,1,1,10/22/2018
EGN,buy,1,1,1,10/22/2018
ENR,buy,1,1,1,10/22/2018
EPC,buy,1,1,1,10/22/2018
ET,buy,1,1,1,10/22/2018
ETP^C,buy,1,1,1,10/22/2018
ETP^D,buy,1,1,1,10/22/2018
ERF,buy,1,1,1,10/22/2018
ENS,buy,1,1,1,10/22/2018
EGL,buy,1,1,1,10/22/2018
E,buy,1,1,1,10/22/2018
ENLK,buy,1,1,1,10/22/2018
ENLC,buy,1,1,1,10/22/2018
EBF,buy,1,1,1,10/22/2018
ENVA,buy,1,1,1,10/22/2018
NPO,buy,1,1,1,10/22/2018
ESV,buy,1,1,1,10/22/2018
ETM,buy,1,1,1,10/22/2018
EAB,buy,1,1,1,10/22/2018
EAE,buy,1,1,1,10/22/2018
EAI,buy,1,1,1,10/22/2018
ETR,buy,1,1,1,10/22/2018
ELC,buy,1,1,1,10/22/2018
ELJ,buy,1,1,1,10/22/2018
ELU,buy,1,1,1,10/22/2018
EMP,buy,1,1,1,10/22/2018
ENJ,buy,1,1,1,10/22/2018
ENO,buy,1,1,1,10/22/2018
EZT,buy,1,1,1,10/22/2018
EPD,buy,1,1,1,10/22/2018
EVC,buy,1,1,1,10/22/2018
ENV,buy,1,1,1,10/22/2018
EVA,buy,1,1,1,10/22/2018
ENZ,buy,1,1,1,10/22/2018
EOG,buy,1,1,1,10/22/2018
EPE,buy,1,1,1,10/22/2018
EPAM,buy,1,1,1,10/22/2018
EPR,buy,1,1,1,10/22/2018
EPR^C,buy,1,1,1,10/22/2018
EPR^E,buy,1,1,1,10/22/2018
EPR^G,buy,1,1,1,10/22/2018
EQGP,buy,1,1,1,10/22/2018
EQM,buy,1,1,1,10/22/2018
EQT,buy,1,1,1,10/22/2018
EFX,buy,1,1,1,10/22/2018
EQNR,buy,1,1,1,10/22/2018
EQC,buy,1,1,1,10/22/2018
EQC^D,buy,1,1,1,10/22/2018
ELS,buy,1,1,1,10/22/2018
EQR,buy,1,1,1,10/22/2018
EQS,buy,1,1,1,10/22/2018
ERA,buy,1,1,1,10/22/2018
EROS,buy,1,1,1,10/22/2018
ESE,buy,1,1,1,10/22/2018
ESNT,buy,1,1,1,10/22/2018
EPRT,buy,1,1,1,10/22/2018
ESS,buy,1,1,1,10/22/2018
EL,buy,1,1,1,10/22/2018
ESL,buy,1,1,1,10/22/2018
ETH,buy,1,1,1,10/22/2018
EURN,buy,1,1,1,10/22/2018
EEA,buy,1,1,1,10/22/2018
EB,buy,1,1,1,10/22/2018
EVR,buy,1,1,1,10/22/2018
RE,buy,1,1,1,10/22/2018
EVRG,buy,1,1,1,10/22/2018
EVRI,buy,1,1,1,10/22/2018
ES,buy,1,1,1,10/22/2018
EVTC,buy,1,1,1,10/22/2018
EVH,buy,1,1,1,10/22/2018
AQUA,buy,1,1,1,10/22/2018
XAN,buy,1,1,1,10/22/2018
XAN^C,buy,1,1,1,10/22/2018
EXC,buy,1,1,1,10/22/2018
EXPR,buy,1,1,1,10/22/2018
EXTN,buy,1,1,1,10/22/2018
EXR,buy,1,1,1,10/22/2018
XOM,buy,1,1,1,10/22/2018
FNB,buy,1,1,1,10/22/2018
FNB^E,buy,1,1,1,10/22/2018
FN,buy,1,1,1,10/22/2018
FDS,buy,1,1,1,10/22/2018
FICO,buy,1,1,1,10/22/2018
SFUN,buy,1,1,1,10/22/2018
FPAC,buy,1,1,1,10/22/2018
FPAC.U,buy,1,1,1,10/22/2018
FPAC.WS,buy,1,1,1,10/22/2018
FTCH,buy,1,1,1,10/22/2018
FPI,buy,1,1,1,10/22/2018
FPI^B,buy,1,1,1,10/22/2018
FBK,buy,1,1,1,10/22/2018
FFG,buy,1,1,1,10/22/2018
FCB,buy,1,1,1,10/22/2018
AGM,buy,1,1,1,10/22/2018
AGM.A,buy,1,1,1,10/22/2018
AGM^A,buy,1,1,1,10/22/2018
AGM^B,buy,1,1,1,10/22/2018
AGM^C,buy,1,1,1,10/22/2018
FRT,buy,1,1,1,10/22/2018
FRT^C,buy,1,1,1,10/22/2018
FSS,buy,1,1,1,10/22/2018
FII,buy,1,1,1,10/22/2018
FMN,buy,1,1,1,10/22/2018
FDX,buy,1,1,1,10/22/2018
RACE,buy,1,1,1,10/22/2018
FGP,buy,1,1,1,10/22/2018
FOE,buy,1,1,1,10/22/2018
FG,buy,1,1,1,10/22/2018
FG.WS,buy,1,1,1,10/22/2018
FCAU,buy,1,1,1,10/22/2018
FBR,buy,1,1,1,10/22/2018
FNF,buy,1,1,1,10/22/2018
FIS,buy,1,1,1,10/22/2018
FMO,buy,1,1,1,10/22/2018
FAF,buy,1,1,1,10/22/2018
FBP,buy,1,1,1,10/22/2018
FCF,buy,1,1,1,10/22/2018
FDC,buy,1,1,1,10/22/2018
FHN,buy,1,1,1,10/22/2018
FHN^A,buy,1,1,1,10/22/2018
FR,buy,1,1,1,10/22/2018
AG,buy,1,1,1,10/22/2018
FRC,buy,1,1,1,10/22/2018
FRC^D,buy,1,1,1,10/22/2018
FRC^E,buy,1,1,1,10/22/2018
FRC^F,buy,1,1,1,10/22/2018
FRC^G,buy,1,1,1,10/22/2018
FRC^H,buy,1,1,1,10/22/2018
FRC^I,buy,1,1,1,10/22/2018
FFA,buy,1,1,1,10/22/2018
FMY,buy,1,1,1,10/22/2018
FDEU,buy,1,1,1,10/22/2018
FIF,buy,1,1,1,10/22/2018
FSD,buy,1,1,1,10/22/2018
FPF,buy,1,1,1,10/22/2018
FEI           ,buy,1,1,1,10/22/2018
FPL,buy,1,1,1,10/22/2018
FIV,buy,1,1,1,10/22/2018
FCT,buy,1,1,1,10/22/2018
FGB,buy,1,1,1,10/22/2018
FEO,buy,1,1,1,10/22/2018
FAM,buy,1,1,1,10/22/2018
FE,buy,1,1,1,10/22/2018
FIT,buy,1,1,1,10/22/2018
FPH,buy,1,1,1,10/22/2018
FBC,buy,1,1,1,10/22/2018
DFP,buy,1,1,1,10/22/2018
PFD,buy,1,1,1,10/22/2018
PFO,buy,1,1,1,10/22/2018
FFC,buy,1,1,1,10/22/2018
FLC,buy,1,1,1,10/22/2018
FLT,buy,1,1,1,10/22/2018
FND,buy,1,1,1,10/22/2018
FTK,buy,1,1,1,10/22/2018
FLO,buy,1,1,1,10/22/2018
FLS,buy,1,1,1,10/22/2018
FLR,buy,1,1,1,10/22/2018
FLY,buy,1,1,1,10/22/2018
FMC,buy,1,1,1,10/22/2018
FMX,buy,1,1,1,10/22/2018
FL,buy,1,1,1,10/22/2018
F,buy,1,1,1,10/22/2018
FELP,buy,1,1,1,10/22/2018
FCE.A,buy,1,1,1,10/22/2018
FOR,buy,1,1,1,10/22/2018
FTS,buy,1,1,1,10/22/2018
FTV,buy,1,1,1,10/22/2018
FTV^A,buy,1,1,1,10/22/2018
FTAI,buy,1,1,1,10/22/2018
FSM,buy,1,1,1,10/22/2018
FBHS,buy,1,1,1,10/22/2018
FET,buy,1,1,1,10/22/2018
FBM,buy,1,1,1,10/22/2018
FCPT,buy,1,1,1,10/22/2018
FEDU,buy,1,1,1,10/22/2018
FNV,buy,1,1,1,10/22/2018
FC,buy,1,1,1,10/22/2018
FSB,buy,1,1,1,10/22/2018
BEN,buy,1,1,1,10/22/2018
FT,buy,1,1,1,10/22/2018
FI,buy,1,1,1,10/22/2018
FCX,buy,1,1,1,10/22/2018
FMS,buy,1,1,1,10/22/2018
FDP,buy,1,1,1,10/22/2018
RESI,buy,1,1,1,10/22/2018
FRO,buy,1,1,1,10/22/2018
FSIC,buy,1,1,1,10/22/2018
FCN,buy,1,1,1,10/22/2018
FTSI,buy,1,1,1,10/22/2018
FF,buy,1,1,1,10/22/2018
GCV,buy,1,1,1,10/22/2018
GCV^B,buy,1,1,1,10/22/2018
GDV,buy,1,1,1,10/22/2018
GDV^A,buy,1,1,1,10/22/2018
GDV^D,buy,1,1,1,10/22/2018
GDV^G,buy,1,1,1,10/22/2018
GAB,buy,1,1,1,10/22/2018
GAB^D,buy,1,1,1,10/22/2018
GAB^G,buy,1,1,1,10/22/2018
GAB^H,buy,1,1,1,10/22/2018
GAB^J,buy,1,1,1,10/22/2018
GGZ,buy,1,1,1,10/22/2018
GGZ^A,buy,1,1,1,10/22/2018
GGT,buy,1,1,1,10/22/2018
GGT^B,buy,1,1,1,10/22/2018
GGT^E,buy,1,1,1,10/22/2018
GUT,buy,1,1,1,10/22/2018
GUT^A,buy,1,1,1,10/22/2018
GUT^C,buy,1,1,1,10/22/2018
GFA,buy,1,1,1,10/22/2018
GCAP,buy,1,1,1,10/22/2018
GBL,buy,1,1,1,10/22/2018
GNT,buy,1,1,1,10/22/2018
GNT^A,buy,1,1,1,10/22/2018
GME,buy,1,1,1,10/22/2018
GPS,buy,1,1,1,10/22/2018
GDI,buy,1,1,1,10/22/2018
GTX,buy,1,1,1,10/22/2018
IT,buy,1,1,1,10/22/2018
GLOG,buy,1,1,1,10/22/2018
GLOG^A,buy,1,1,1,10/22/2018
GLOP,buy,1,1,1,10/22/2018
GLOP^A,buy,1,1,1,10/22/2018
GLOP^B,buy,1,1,1,10/22/2018
GTES,buy,1,1,1,10/22/2018
GATX,buy,1,1,1,10/22/2018
GMTA,buy,1,1,1,10/22/2018
GZT,buy,1,1,1,10/22/2018
GCP,buy,1,1,1,10/22/2018
GNK,buy,1,1,1,10/22/2018
GNRC,buy,1,1,1,10/22/2018
GAM,buy,1,1,1,10/22/2018
GAM^B,buy,1,1,1,10/22/2018
GD,buy,1,1,1,10/22/2018
GE,buy,1,1,1,10/22/2018
GIS,buy,1,1,1,10/22/2018
GM,buy,1,1,1,10/22/2018
GM.WS.B,buy,1,1,1,10/22/2018
GCO,buy,1,1,1,10/22/2018
GWR,buy,1,1,1,10/22/2018
GEL,buy,1,1,1,10/22/2018
GEN           ,buy,1,1,1,10/22/2018
GNE,buy,1,1,1,10/22/2018
GNE^A,buy,1,1,1,10/22/2018
G,buy,1,1,1,10/22/2018
GPC,buy,1,1,1,10/22/2018
GNW,buy,1,1,1,10/22/2018
GEO,buy,1,1,1,10/22/2018
GPRK,buy,1,1,1,10/22/2018
GPJA,buy,1,1,1,10/22/2018
GGB,buy,1,1,1,10/22/2018
GTY,buy,1,1,1,10/22/2018
GIG,buy,1,1,1,10/22/2018
GIG.U,buy,1,1,1,10/22/2018
GIG.WS,buy,1,1,1,10/22/2018
GIG~,buy,1,1,1,10/22/2018
GIL,buy,1,1,1,10/22/2018
GLT,buy,1,1,1,10/22/2018
GKOS,buy,1,1,1,10/22/2018
GSK,buy,1,1,1,10/22/2018
BRSS,buy,1,1,1,10/22/2018
CO,buy,1,1,1,10/22/2018
GMRE,buy,1,1,1,10/22/2018
GMRE^A,buy,1,1,1,10/22/2018
GNL,buy,1,1,1,10/22/2018
GNL^A,buy,1,1,1,10/22/2018
GLP,buy,1,1,1,10/22/2018
GLP^A,buy,1,1,1,10/22/2018
GPN,buy,1,1,1,10/22/2018
GSL,buy,1,1,1,10/22/2018
GSL^B,buy,1,1,1,10/22/2018
GLOB,buy,1,1,1,10/22/2018
GMED,buy,1,1,1,10/22/2018
GMS,buy,1,1,1,10/22/2018
GNC,buy,1,1,1,10/22/2018
GDDY,buy,1,1,1,10/22/2018
GOL,buy,1,1,1,10/22/2018
GFI,buy,1,1,1,10/22/2018
GG,buy,1,1,1,10/22/2018
GSBD,buy,1,1,1,10/22/2018
GS,buy,1,1,1,10/22/2018
GS^A,buy,1,1,1,10/22/2018
GS^B,buy,1,1,1,10/22/2018
GS^C,buy,1,1,1,10/22/2018
GS^D,buy,1,1,1,10/22/2018
GS^J,buy,1,1,1,10/22/2018
GS^K,buy,1,1,1,10/22/2018
GS^N,buy,1,1,1,10/22/2018
GER,buy,1,1,1,10/22/2018
GMZ,buy,1,1,1,10/22/2018
GRC,buy,1,1,1,10/22/2018
GPX,buy,1,1,1,10/22/2018
GGG,buy,1,1,1,10/22/2018
GRAF.U,buy,1,1,1,10/22/2018
EAF,buy,1,1,1,10/22/2018
GHM,buy,1,1,1,10/22/2018
GHC,buy,1,1,1,10/22/2018
GRAM,buy,1,1,1,10/22/2018
GVA,buy,1,1,1,10/22/2018
GPMT,buy,1,1,1,10/22/2018
GRP.U,buy,1,1,1,10/22/2018
GPK,buy,1,1,1,10/22/2018
GTN,buy,1,1,1,10/22/2018
GTN.A,buy,1,1,1,10/22/2018
AJX,buy,1,1,1,10/22/2018
AJXA,buy,1,1,1,10/22/2018
GWB,buy,1,1,1,10/22/2018
GDOT,buy,1,1,1,10/22/2018
GBX,buy,1,1,1,10/22/2018
GHL,buy,1,1,1,10/22/2018
GHG,buy,1,1,1,10/22/2018
GEF,buy,1,1,1,10/22/2018
GEF.B,buy,1,1,1,10/22/2018
GFF,buy,1,1,1,10/22/2018
GPI,buy,1,1,1,10/22/2018
GRUB,buy,1,1,1,10/22/2018
PAC,buy,1,1,1,10/22/2018
ASR,buy,1,1,1,10/22/2018
AVAL,buy,1,1,1,10/22/2018
SUPV,buy,1,1,1,10/22/2018
TV,buy,1,1,1,10/22/2018
GSAH,buy,1,1,1,10/22/2018
GSAH.U,buy,1,1,1,10/22/2018
GSAH.WS,buy,1,1,1,10/22/2018
GTT,buy,1,1,1,10/22/2018
