Ticker,Company Name,3/31/1979,6/30/1979,9/30/1979,12/31/1979,3/31/1980,6/30/1980,9/30/1980,12/31/1980,3/31/1981,6/30/1981,9/30/1981,12/31/1981,3/31/1982,6/30/1982,9/30/1982,12/31/1982,3/31/1983,6/30/1983,9/30/1983,12/31/1983,3/31/1984,6/30/1984,9/30/1984,12/31/1984,3/31/1985,6/30/1985,9/30/1985,12/31/1985,3/31/1986,6/30/1986,9/30/1986,12/31/1986,3/31/1987,6/30/1987,9/30/1987,12/31/1987,3/31/1988,6/30/1988,9/30/1988,12/31/1988,3/31/1989,6/30/1989,9/30/1989,12/31/1989,3/31/1990,6/30/1990,9/30/1990,12/31/1990,3/31/1991,6/30/1991,9/30/1991,12/31/1991,3/31/1992,6/30/1992,9/30/1992,12/31/1992,3/31/1993,6/30/1993,9/30/1993,12/31/1993,3/31/1994,6/30/1994,9/30/1994,12/31/1994,3/31/1995,6/30/1995,9/30/1995,12/31/1995,3/31/1996,6/30/1996,9/30/1996,12/31/1996,3/31/1997,6/30/1997,9/30/1997,12/31/1997,3/31/1998,6/30/1998,9/30/1998,12/31/1998,3/31/1999,6/30/1999,9/30/1999,12/31/1999,3/31/2000,6/30/2000,9/30/2000,12/31/2000,3/31/2001,6/30/2001,9/30/2001,12/31/2001,3/31/2002,6/30/2002,9/30/2002,12/31/2002,3/31/2003,6/30/2003,9/30/2003,12/31/2003,3/31/2004,6/30/2004,9/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018
PA,Primerica Corp,733.89,753.56,753.75,688.66,560.51,650.00,606.51,587.25,752.33,774.56,614.84,665.77,546.70,537.02,564.95,574.31,643.55,931.18,916.76,"1,001.68","1,011.32","1,021.80","1,167.37","1,212.40","1,283.08","1,449.12","1,306.05","1,611.36","2,073.20","2,090.38","2,259.68","2,248.88","2,580.64","2,239.11","2,382.57","1,233.26","1,553.16","1,426.97","1,547.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PABT,Pabst Brewing Co,110.39,101.82,118.97,98.05,114.39,99.11,107.78,122.07,155.04,130.98,113.62,126.39,139.65,168.88,150.95,171.91,64.30,71.03,58.62,51.91,37.98,49.56,46.13,62.52,56.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAC,Pacific Telesis Group.,,,,,,,,,,,,,,,,,,,,"5,368.57","5,550.42","5,312.60","6,398.24","6,890.48","7,085.15","7,892.71","7,469.11","9,085.28","10,155.25","12,077.27","11,273.90","11,463.39","11,474.76","11,424.73","13,991.75","11,374.26","12,158.93","12,641.84","12,969.06","12,935.97","14,513.94","16,563.12","18,431.23","20,998.89","18,787.44","17,916.28","17,646.19","18,075.52","17,209.12","16,863.20","16,867.38","17,897.43","15,318.61","16,137.92","18,045.07","17,977.98","19,958.39","20,106.56","22,810.38","22,950.95","22,318.54","13,040.00","13,040.00","12,085.85","12,827.97","11,343.74","13,174.38","14,352.57","11,889.07","14,459.92","14,404.57","15,740.50","16,168.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALM,Palm Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,929.36","16,004.92","4,763.84","3,442.58",828.05,"2,203.86","2,305.23","1,019.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAS,Pepsiamericas Inc.,409.55,438.87,446.01,392.63,314.68,400.29,469.66,505.38,586.01,572.49,450.20,521.22,440.59,384.61,404.89,474.25,633.60,731.04,731.98,799.10,785.48,814.04,"1,107.31","1,346.42","1,638.65","1,790.65","1,527.35","2,001.71","2,397.19","2,560.05","2,741.12","2,582.28","3,569.32","3,727.46","4,402.55","3,525.79","3,591.70","3,473.42","3,749.12","3,678.42","3,245.17","3,502.68","3,277.54","2,939.92","2,669.84","2,815.54","1,992.40","1,853.51","2,800.88","1,413.78","1,348.88","1,429.48","1,578.25","1,433.00","1,352.67","1,579.86","1,595.14","1,461.14","1,606.50","1,740.23","1,599.24","1,630.60","1,767.13","1,811.80","2,006.74","2,029.09","1,365.00","1,209.79",990.53,884.09,492.58,410.35,432.23,609.60,704.41,682.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAYX,Paychex Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,416.51","7,778.50","7,840.79","8,416.15","9,889.48","12,965.78","15,594.56","19,493.20","18,056.27","13,835.35","14,932.92","11,794.19","13,059.69","14,891.55","11,736.94","9,128.00","10,498.66","10,340.48","11,063.22","12,856.93","14,043.97","13,444.84","12,795.26","11,402.61","12,893.72","11,535.50","12,080.30","12,421.02","11,580.85","10,929.90","12,313.02","13,220.63","12,925.24","14,056.66","14,689.57","16,072.88","14,470.20","13,798.31","15,202.82","15,821.34","15,339.03","13,941.47","14,824.21","12,999.82","13,673.01","14,018.85","15,019.38","14,992.75","15,068.93","15,248.05","15,484.34","14,463.80","14,169.71","15,430.09","14,949.75","15,815.56","16,981.28","15,363.36","15,655.63","14,613.92","13,172.24","11,899.38","11,441.15","12,345.87","13,106.22","12,450.37","11,276.44","11,867.86","12,286.04","11,917.06","10,297.09","10,196.07","9,482.32","8,764.29","7,959.67","9,262.35","9,745.86","9,864.93","9,096.60","9,569.02","10,215.38","10,498.15","10,266.86","11,329.33","11,073.51","10,477.19","10,820.53","11,102.85","11,048.64","10,314.96","9,387.19","9,394.42","8,996.81","9,942.34","10,032.75","10,322.09","11,179.65","11,573.89","12,163.43","11,358.47","11,836.11","11,687.76","11,123.71","10,222.51","9,769.86","9,556.01","10,559.81","10,548.94","10,912.47","11,419.85","11,343.75","11,235.24","11,231.61","10,865.44","11,389.27","11,858.59","12,065.36","12,099.45","11,783.24","11,826.86","11,311.57","11,875.33","12,042.64","12,758.26","13,249.53","13,547.92","13,340.75","14,416.58","14,138.78","14,853.39","15,436.83","15,970.02","16,582.57","15,231.35","15,209.49","15,495.28","15,207.93","14,953.31","15,116.99","14,890.69","15,123.07","16,037.00","17,031.15","17,201.68","16,766.50","16,436.03","18,099.25","18,023.37","17,576.60","17,947.10","17,028.13","16,759.96","16,131.46","17,208.91","18,596.65","19,559.30","19,090.43","17,274.88","18,506.62","19,450.14","18,769.51","19,540.89","21,451.65","21,372.34","21,941.43","20,928.80","19,963.19","21,153.79","21,846.36","21,634.64","22,065.01","21,159.71","21,296.22","21,287.26","20,464.01","20,791.06","20,468.07","21,545.37","22,921.60","24,176.81","24,453.38","24,514.44","23,399.58","22,127.75","21,761.29","23,543.22","24,537.65","24,778.18","26,296.75","26,440.35"
PBCT,People's United Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,632.15","6,200.90","5,689.66","6,054.83","6,257.37","5,439.07","5,502.97","5,248.72","5,659.70","5,598.34","5,420.67","5,584.40","5,674.04","5,816.84","5,631.15","5,892.85","5,853.55","5,816.28","5,235.27","5,059.14","5,133.30","4,710.25","4,854.90","4,539.23","4,571.28","5,198.94","4,790.75","4,890.94","4,523.86","4,904.52","4,780.15","4,812.38","4,774.83","4,423.92","4,292.15","4,800.43","4,489.97","4,634.22","4,446.69","4,540.46","4,743.70","4,421.00","4,139.30","4,132.18","4,078.80","4,204.58","4,264.30","4,225.66","4,237.60","4,202.83","4,282.79","4,553.94","4,553.20","4,464.99","4,557.51","4,927.94","4,961.01","4,566.18","4,617.56","4,636.83","4,811.51","4,805.15","4,515.95","4,503.24","4,613.15","4,430.11","4,457.01","4,705.14","4,503.54","4,639.06","4,490.11","4,536.66","4,551.80","4,674.98","4,333.14","4,659.59","4,684.88","4,657.14","4,809.74","5,010.66","5,029.20","4,804.89","4,876.19","4,944.39","5,196.40","5,010.26","4,458.05","4,532.50","4,950.06","4,816.44","4,936.47","4,558.37","4,713.84","5,057.26","4,923.44","5,054.15","5,829.24","6,028.53","5,838.58","5,978.71","5,776.68","5,544.98","5,259.32","6,080.34","6,004.59","5,749.81","6,251.04","6,430.24","6,554.29","6,481.42","6,817.62","6,633.92","6,484.35","6,355.78","6,397.48","6,297.13","6,345.86","6,443.33","5,959.47"
PBD,Peabody International Corp,191.21,205.76,231.54,216.06,221.21,233.00,361.56,487.67,81.44,91.02,61.15,70.21,65.18,58.55,63.68,87.12,114.00,146.73,150.39,151.82,120.31,96.20,93.86,74.36,78.61,101.61,111.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBG,Pepsi Bottling Group Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,766.50","6,571.79","6,669.16","7,341.75","8,703.77","6,671.25","7,207.69","5,028.56","5,489.06","5,512.97","6,477.34","7,675.86","7,865.15","6,905.49","6,762.24","6,839.77","6,807.26","6,883.18","7,023.20","6,949.71","7,008.51","7,102.79","7,180.74","6,954.21","6,838.18","7,095.55","6,881.48","6,975.28","6,965.28","7,209.63","7,555.47","7,373.21","7,563.77","7,787.32","8,199.52","8,314.28","7,462.67","7,391.86","7,295.10","7,465.03","7,026.62","7,228.35","7,419.72","7,936.75","7,639.60","7,556.44","7,811.63","8,394.29","9,636.44","9,544.72","8,826.69","7,795.49","7,525.77","7,503.64","7,360.68","7,079.00","6,096.42","5,943.08","6,312.25","6,224.76","4,873.37","3,819.72","4,753.01","4,073.10","3,914.30","4,684.47","6,676.71","7,016.20","7,225.45","7,312.02","7,700.39","7,853.40","8,159.52","8,270.67","8,172.60","8,294.40","8,250.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBI,Pitney-Bowes,353.42,375.31,405.80,443.39,415.30,544.61,547.19,504.49,509.02,494.16,398.88,405.05,419.36,514.83,601.44,746.32,986.51,"1,147.69",981.44,"1,120.19","1,007.13","1,223.72","1,178.00","1,274.56","1,454.50","1,677.12","1,482.50","1,831.99","2,242.56","2,370.63","2,304.24","2,821.68","3,230.56","3,288.35","3,669.95","2,920.92","3,447.89","3,540.86","3,325.86","3,339.84","3,317.42","3,512.35","3,935.63","3,722.34","3,678.80","3,895.58","2,231.09","3,127.89","4,199.61","4,668.54","4,750.16","5,011.39","5,274.55","4,528.93","5,651.39","6,268.14","6,620.65","6,547.25","6,037.69","6,545.24","6,427.22","6,006.89","5,533.56","4,803.01","5,435.86","5,795.53","6,367.03","7,047.46","7,334.96","7,120.43","7,830.74","8,101.91","8,563.05","10,027.53","11,798.67","12,576.94","13,730.43","13,166.88","14,424.88","18,010.66","17,380.86","17,258.26","16,306.02","12,814.52","11,854.29","10,309.56","10,068.24","8,457.43","8,602.81","10,394.84","9,383.75","9,171.16","10,329.65","9,557.63","7,268.27","7,725.33","7,480.87","8,996.51","8,966.69","9,488.67","9,889.10","10,227.41","10,192.79","10,673.09","10,317.94","10,576.23","10,396.64","10,304.47","10,261.50","10,017.68","10,254.60","9,898.07","9,552.49","9,630.30","9,503.31","9,637.90","9,749.68","9,749.68","9,723.52","9,478.90","9,052.22","9,167.65","9,172.09","9,656.67","9,829.46","10,347.85","10,226.45","10,248.64","10,621.40","10,585.89","9,998.69","10,573.63","10,488.00","10,283.73","10,125.59","9,779.38","9,943.57","8,765.76","8,350.19","8,250.42","7,957.62","7,760.25","7,346.88","7,575.55","7,537.08","7,078.34","6,578.08","7,094.76","6,910.90","5,148.89","5,093.42","5,252.14","4,588.41","3,979.93","4,819.09","5,064.69","4,722.18","4,526.11","4,261.93","4,627.63","5,145.27","5,072.80","4,772.48","4,714.48","4,333.35","4,743.48","5,073.64","5,270.78","4,698.43","4,557.31","5,065.76","3,976.77","4,419.10","4,534.84","4,461.59","4,917.10","4,937.44","5,131.31","5,236.83","5,006.48","4,870.05","4,686.58","4,393.03","4,105.52","3,800.29","4,119.67","3,719.26","3,701.29","3,787.13","3,622.16","3,519.60","3,429.51","2,730.93","2,997.22","2,674.87","2,680.54","2,772.83","2,881.18","2,246.41","2,136.00","2,892.84","2,637.63","2,993.74","2,754.00","2,957.64","2,957.64","3,326.34","3,293.59","3,670.98","4,306.69","4,680.18","4,706.44","5,086.18","5,154.52","5,265.83","5,429.95","5,598.94","5,596.92","5,483.44","5,488.09","5,068.27","5,017.57","4,948.37","4,898.13","4,819.74","4,671.58","4,702.85","4,511.27","4,406.77","4,197.02","4,219.21","4,000.02","4,008.09","4,169.63","4,256.28","4,069.08","3,858.24","3,471.09","4,084.80","3,976.71","3,513.99","3,357.44","3,642.25","3,481.67","3,370.31","3,310.93","2,665.64","2,821.68","2,957.28","2,533.75",,,,,,,,,,,,,,,,,,,
PBY,"Pep Boys: Manny, Moe & Jack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.75,556.06,605.06,772.08,"1,031.39","1,003.93","1,315.73","1,371.78","1,508.93","1,403.27","1,526.35","1,369.73","1,433.17","1,577.94","1,673.02","1,890.55","2,060.57","1,837.34","1,836.04","1,598.82","1,622.75","1,534.01","2,010.17","2,049.76","2,157.54","1,872.28","1,829.13","2,084.81","1,668.76","1,466.83","1,427.18","1,207.90",869.57,"1,001.34",800.95,"1,104.77",783.19,475.18,315.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCAR,PACCAR Inc.,,,,,,,,585.40,610.13,670.98,614.25,669.91,541.81,540.72,562.22,748.11,889.84,835.43,909.07,"1,051.89",875.06,739.12,825.28,809.50,838.88,748.28,795.98,843.51,983.58,"1,032.99",744.10,838.23,"1,053.39","1,237.17","1,358.20","1,022.47","1,372.64","1,346.18","1,489.85","1,471.98","1,687.64","1,726.81","1,439.09","1,491.50","1,566.85","1,466.01","1,061.55","1,090.28","1,352.44","1,496.27","1,631.67","1,640.37","1,834.84","1,970.13","1,801.02","1,936.31","2,181.52","2,061.13","2,086.47","2,069.58","1,952.61","1,797.18","1,770.37","1,719.51","1,651.55","1,816.71","1,816.75","1,638.86","1,894.52","1,904.04","2,127.48","2,645.20","2,596.58","3,613.03","4,356.80","4,084.50","4,651.64","4,080.99","3,217.93","3,213.28","3,218.79","4,174.69","3,983.80","3,470.49","3,925.35","3,036.92","2,835.68","3,768.41","3,429.22","3,935.69","3,763.67","5,035.88","5,651.52","5,141.43","3,915.59","5,345.82","5,837.15","7,875.73","8,671.49","9,931.97","9,831.90","10,174.11","11,996.67","13,981.23","12,275.27","13,074.39","12,607.15","11,825.19","12,299.60","11,821.53","12,555.16","12,014.02","11,638.59","11,854.39","12,160.17","11,720.02","11,782.65","11,796.36","11,960.67","11,990.73","12,812.36","13,734.31","13,421.30","13,629.89","14,215.77","14,701.84","16,214.84","16,115.51","16,609.74","17,251.80","18,258.84","20,860.63","21,678.65","21,621.52","20,340.45","21,266.53","21,191.96","20,462.75","18,641.03","20,066.45","17,224.33","15,906.32","16,489.67","17,281.26","19,495.41","15,274.27","15,280.40","15,645.68","13,876.18","10,604.76","10,107.89","10,372.65","9,571.13","9,092.89","9,355.18","12,871.81","10,840.95","11,777.96","12,602.21","13,141.25","13,700.76","13,613.50","13,478.91","13,184.47","13,097.23","12,881.54","15,784.21","16,965.84","14,960.82","14,548.48","16,701.39","14,938.52","17,552.22","18,689.40","19,642.80","20,911.96","20,601.96","18,312.49","19,134.49","19,406.39","18,273.45","18,671.81","15,645.73","13,754.37","12,361.75","15,484.24","14,532.86","13,422.39","15,833.19","16,419.96","16,701.64","15,317.86","13,400.73","13,978.56","14,143.54","14,108.38","14,147.27","15,331.51","15,512.18","15,960.53","16,613.64","16,772.06","17,880.19","17,607.19","18,959.39","18,980.62","19,908.33","18,976.49","19,702.14","19,687.96","20,293.01","20,951.62","19,829.15","23,327.11","23,917.12","22,693.71","22,473.60","22,285.61","22,087.17","22,283.04","20,179.26","23,175.54","23,732.05","24,082.61","21,285.19","22,706.75","22,393.61","23,179.65","22,550.90","22,639.60","23,011.72","20,932.46","18,518.68","18,690.75","18,365.57","16,753.81","17,344.09","18,094.94","19,223.59","20,642.06","19,538.31","18,178.52","20,668.99","20,975.60","20,604.04","19,254.95","21,785.87","22,399.31","23,594.65","23,419.38","23,607.36","23,442.25","22,117.85","23,199.85","24,046.49","23,301.73","25,427.51","25,213.10","24,721.00","25,005.94","26,230.21","25,185.36","23,278.61","22,399.11","21,892.51","21,729.37","23,048.00","23,994.89","23,914.23"
PCG,PG&E Corp.,"2,412.41","2,353.73","2,319.89","2,613.44","2,362.88","2,787.91","2,505.80","2,538.90","2,611.84","2,766.70","2,873.95","2,720.59","2,849.79","3,147.97","3,673.29","4,001.83","4,404.69","4,289.71","4,524.89","4,471.31","3,919.02","4,241.49","4,610.69","5,190.95","5,653.39","6,394.73","5,833.91","6,746.96","7,946.71","8,154.59","8,717.21","8,927.08","8,980.73","7,590.60","7,263.81","6,310.02","6,311.39","6,294.20","6,993.08","7,200.25","7,377.45","8,523.73","8,490.14","9,437.78","9,354.47","9,794.16","8,912.12","10,505.48","10,940.81","10,515.46","12,162.88","13,571.09","12,487.92","13,617.95","13,689.83","14,141.41","14,857.79","14,394.66","15,310.34","15,008.20","12,443.26","10,202.12","9,780.57","10,489.32","10,662.32","12,290.78","12,551.58","11,750.06","9,280.87","9,599.88","8,926.18","8,473.58","9,510.38","9,570.02","9,754.69","12,659.46","12,573.00","12,039.32","12,177.90","12,049.25","11,894.89","12,442.95","9,936.63","7,871.59","8,081.35","9,490.60","9,331.49","7,741.90","4,587.08","4,335.91","5,884.39","7,450.84","8,580.69","6,966.46","4,427.24","5,625.26","5,164.80","8,654.39","9,847.66","11,517.86","11,449.70","11,141.16","12,187.57","13,416.07","14,109.45","13,948.41","13,532.99","13,779.05","13,238.05","13,893.10","13,926.41","13,997.02","14,642.41","13,571.74","13,783.45","13,910.87","13,982.07","13,139.43","13,433.03","13,757.63","13,775.59","13,636.72","14,469.92","14,594.41","14,496.95","15,015.57","16,020.84","16,509.18","16,282.45","16,288.43","16,933.94","17,751.34","17,314.84","15,922.90","15,047.67","15,724.43","16,890.51","17,289.81","16,381.99","15,256.10","14,516.13","13,397.55","13,098.72","14,256.80","14,143.88","14,179.61","13,765.19","14,819.12","13,427.92","13,148.25","13,731.83","13,973.69","13,959.25","13,979.50","13,979.50","13,614.80","13,522.64","14,159.91","14,870.85","15,046.19","15,009.12","15,168.55","15,706.45","16,563.36","15,669.35","15,566.32","15,751.99","16,271.88","15,452.36","15,303.42","16,532.16","18,271.56","17,747.96","18,685.76","18,399.66","18,756.44","18,144.81","18,251.64","17,530.14","18,284.04","17,263.07","16,725.84","16,487.07","17,035.08","17,014.96","17,256.31","15,764.50","16,730.50","16,503.20","17,209.67","18,284.77","18,350.34","18,455.38","19,118.43","19,494.29","18,512.76","18,197.18","18,282.92","17,607.84","17,276.76","18,334.52","18,401.12","19,569.20","21,287.49","19,857.99","20,220.57","20,291.32","18,411.49","18,215.62","18,629.61","18,138.04","18,097.60","18,937.78","20,167.54","19,773.89","21,073.87","21,318.36","22,317.58","20,760.65","21,911.23","21,232.40","23,906.43","23,991.94","25,293.69","27,939.93","25,596.97","25,370.91","25,299.20","25,664.21","23,566.72","25,310.35","24,252.85","25,827.96","26,190.24","25,861.64","26,087.25","26,930.83","27,958.25","29,431.81","28,832.69","29,802.20","31,707.00","31,874.47","31,218.57","30,830.48","31,309.29","29,805.25","30,729.38","31,295.73","33,753.27","33,884.08","34,236.40","34,915.51","33,996.09","34,672.22","36,050.09","34,982.80","29,680.67","27,867.05","23,076.51","21,841.10","21,151.32","22,668.06","23,787.78","22,358.45","22,007.90","22,276.80","23,879.82","23,791.91"
PCH,Potlatch Corp.,541.51,532.29,591.24,454.92,481.46,513.99,563.18,574.93,716.14,622.50,447.64,455.50,342.70,358.04,390.56,562.94,632.65,622.04,522.61,584.21,518.87,426.68,449.78,444.23,500.01,536.66,517.53,492.71,582.20,673.60,749.36,767.91,"1,076.15",875.92,926.39,758.63,826.07,830.27,826.96,834.15,917.83,"1,002.02",980.73,"1,060.57","1,188.74","1,176.89",847.34,840.16,884.04,"1,233.52","1,106.95","1,110.51","1,337.82","1,288.52","1,339.75","1,340.62","1,415.42","1,218.43","1,236.99","1,376.15","1,223.44","1,124.85","1,205.45","1,088.59","1,231.21","1,219.94","1,189.98","1,158.48","1,237.27","1,128.67","1,117.74","1,241.24","1,188.53","1,308.31","1,456.47","1,246.79","1,249.00","1,218.25",988.05,"1,069.85",981.51,"1,271.54","1,192.41","1,292.13","1,244.94",949.08,899.18,954.14,904.06,973.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCI,Paramount Communications Inc,683.31,652.48,708.16,810.71,903.47,919.02,"1,363.66","1,192.79","1,309.72","1,505.61","1,158.70","1,171.83","1,107.87",953.21,"1,078.87","1,263.70","1,866.13","2,211.75","2,146.38","2,105.39","2,220.60","2,048.64","1,937.50","1,992.45","2,403.05","2,745.64","2,739.84","3,074.85","3,620.74","4,387.94","3,861.58","3,846.53","4,511.65","5,169.11","5,274.65","4,221.78","4,608.69","5,270.30","4,589.47","4,753.26","5,599.98","7,052.41","6,989.65","6,000.66","5,232.26","5,130.44","4,137.05","4,808.22","4,763.16","4,727.88","4,386.45","4,563.08","5,332.21","5,372.81","5,359.70","5,309.91","5,777.57","6,392.74","9,447.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
